period,seriesId,seriesDescription,stateId/0,stateDescription,value,unit
2022,PQRCB,Propane consumed by the residential sector,CO,Colorado,12025,Billion Btu
2022,PQRCD,Propane price in the residential sector,CO,Colorado,26.64,Dollars per million Btu
2022,EMICB,"Fuel ethanol, excluding denaturant, consumed by the industrial sector ",CO,Colorado,420,Billion Btu
2022,OHICV,Other hydrocarbon gas liquids (other than propane) expenditures in the industrial sector,CO,Colorado,0,Million dollars
2022,MGACB,Motor gasoline consumed by the transportation sector,CO,Colorado,288659,Billion Btu
2022,MGACD,Motor gasoline price in the transportation sector,CO,Colorado,31.65,Dollars per million Btu
2022,IQTCB,Isobutane total consumption,CO,Colorado,0,Billion Btu
2022,IYICP,Isobutylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2022,PQACP,Propane consumed by the transportation sector,CO,Colorado,68,Thousand barrels
2022,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,15697,Billion Btu
2022,RETCB,Renewable energy total consumption,CO,Colorado,121106,Billion Btu
2022,NAICP,Natural gasoline consumed by the industrial sector (through 1983),CO,Colorado,0,Thousand barrels
2022,LUICD,Lubricants price in the industrial sector,CO,Colorado,97.37,Dollars per million Btu
2023,ELNIP,Net imports of electricity into the United States,CO,Colorado,0,Million kilowatthours
2023,ELVHS,Electric vehicle (EV) share of total light-duty vehicles,CO,Colorado,2.4,Percent
2023,ELIMD,Electricity imports average price,CO,Colorado,0,Dollars per million Btu
2022,BFPRP,Biofuels liquid production,CO,Colorado,3620,Thousand barrels
2022,PQRFB,Propane consumed as refinery fuel,CO,Colorado,0,Billion Btu
2022,BYICP,Butylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2022,PLICB,Plant condensate consumed by the industrial sector (through 1983),CO,Colorado,0,Billion Btu
2022,HLACV,Hydrocarbon gas liquids expenditures in the transportation sector,CO,Colorado,5.9,Million dollars
2022,IQICB,Isobutane consumed by the industrial sector,CO,Colorado,0,Billion Btu
2023,EV1CN,Level 1 charging ports for electric vehicles,CO,Colorado,90,Number
2023,EVPPP,Electric vehicle charging locations with both public and private ports,CO,Colorado,20,Number
2022,LUTXD,"Lubricants average price, all end-use sectors",CO,Colorado,97.37,Dollars per million Btu
2022,LUTXP,Lubricants total end-use consumption,CO,Colorado,783,Thousand barrels
2022,LUTCV,Lubricants total expenditures,CO,Colorado,462.5,Million dollars
2023,ELGBP,Total (all fuels) electric generating units net summer capacity in all sectors,CO,Colorado,19541,Thousand kilowatts
2022,BFPRB,"Biofuels production (total biomass inputs as feedstock), including liquids and losses & co-products",CO,Colorado,20576,Billion Btu
2022,BQICP,Normal butane consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2022,HLTCV,Hydrocarbon gas liquids total expenditures,CO,Colorado,468.1,Million dollars
2022,PPICB,Natural gasoline (pentanes plus) consumed by the industrial sector,CO,Colorado,0,Billion Btu
2022,HLTXV,Hydrocarbon gas liquids total end-use expenditures,CO,Colorado,468.1,Million dollars
2022,HLRCP,Hydrocarbon gas liquids consumed by the residential sector,CO,Colorado,3131,Thousand barrels
2022,HLICK,Average factor for converting hydrocarbon gas liquids consumed by the industrial sector from physical unit to Btu,CO,Colorado,3.841,Million Btu per barrel
2022,HLSCB,Hydrocarbon gas liquids total consumption adjusted for processed fuel,CO,Colorado,19786,Billion Btu
2022,PQRCV,Propane expenditures in the residential sector,CO,Colorado,320.4,Million dollars
2022,RECCB,Renewable energy sources consumed by the commercial sector,CO,Colorado,4161,Billion Btu
2022,REEIB,Renewable energy sources consumed by the electric power sector,CO,Colorado,72673,Billion Btu
2022,REICB,Renewable energy sources consumed by the industrial sector,CO,Colorado,9233,Billion Btu
2023,EVNOP,Electric vehicle charging locations with non-networked ports only,CO,Colorado,235,Number
2023,ELIMP,Electricity imported into the United States,CO,Colorado,0,Million kilowatthours
2023,BTGBP,Battery storage units net summer capacity in all sectors,CO,Colorado,241,Thousand kilowatts
2023,ELEXV,Electricity exports expenditures,CO,Colorado,0,Million dollars
2023,ELIMB,Electricity imported into the United States,CO,Colorado,0,Billion Btu
2023,ELVHN,Total electric vehicle (EV) light-duty stocks,CO,Colorado,119.2,Thousands of registered vehicles
2023,ELNIB,Net imports of electricity into the United States,CO,Colorado,0,Billion Btu
2023,ESACD,Electricity price in the transportation sector,CO,Colorado,38.77,Dollars per million Btu
2022,BYTCP,Butylene from refineries total consumption,CO,Colorado,0,Thousand barrels
2022,BQTCP,Normal butane total consumption,CO,Colorado,0,Thousand barrels
2022,CLPRK,Factor for converting coal production from physical units to Btu,CO,Colorado,20.955,Million Btu per short ton
2022,HLRCV,Hydrocarbon gas liquids expenditures in the residential sector,CO,Colorado,320.4,Million dollars
2022,HLTCB,Hydrocarbon gas liquids total consumption,CO,Colorado,19786,Billion Btu
2022,EYTCB,Ethylene from refineries total consumption,CO,Colorado,0,Billion Btu
2023,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,CO,Colorado,61,Million kilowatthours
2022,REACB,Renewable energy sources consumed by the transportation sector,CO,Colorado,19341,Billion Btu
2023,EV2CR,Level 2 charging ports per location,CO,Colorado,2.52,Number
2023,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,CO,Colorado,307,Billion Btu
2022,LUTXB,Lubricants total end-use consumption,CO,Colorado,4750,Billion Btu
2022,LUTXV,Lubricants total end-use expenditures,CO,Colorado,462.5,Million dollars
2022,LUICB,Lubricants consumed by the industrial sector,CO,Colorado,2331,Billion Btu
2023,ESACP,Electricity consumed by (sales to ultimate customers in) the transportation sector,CO,Colorado,90,Million kilowatthours
2022,LUACV,Lubricants expenditures in the transportation sector,CO,Colorado,235.4,Million dollars
2023,ELIMV,Electricity imports expenditures,CO,Colorado,0,Million dollars
2022,CLPRP,Coal production,CO,Colorado,12793,Thousand short tons
2022,CLPRB,Coal production,CO,Colorado,268080,Billion Btu
2022,ENPRP,"Fuel ethanol production, including denaturant",CO,Colorado,3620,Thousand barrels
2022,PQICP,Propane consumed by the industrial sector,CO,Colorado,779,Thousand barrels
2022,EYTCP,Ethylene from refineries total consumption,CO,Colorado,0,Thousand barrels
2022,EYICP,Ethylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2022,HLCCB,Hydrocarbon gas liquids consumed by the commercial sector,CO,Colorado,4511,Billion Btu
2023,OTGBP,Other generating units net summer capacity in all sectors,CO,Colorado,9,Thousand kilowatts
2023,REGBP,Renewable energy total generating units net summer capacity in all sectors,CO,Colorado,8229,Thousand kilowatts
2023,SHCAS,Solar thermal generating units capacity factor,CO,Colorado,0,Percent
2023,SOGBP,Solar generating units net summer capacity in all sectors,CO,Colorado,2173,Thousand kilowatts
2023,WYCAS,Wind generating units capacity factor,CO,Colorado,35.7,Percent
2022,LUTCP,Lubricants total consumption,CO,Colorado,783,Thousand barrels
2023,ELEXD,Electricity exports average price,CO,Colorado,0,Dollars per million Btu
2023,ELEXP,Electricity exported from the United States,CO,Colorado,0,Million kilowatthours
2022,COPRK,Factor for converting crude oil production from physical units to Btu for the United States,CO,Colorado,5.684,Million Btu per barrel
2022,NCPRB,Noncombustible renewable energy production,CO,Colorado,76206,Billion Btu
2022,NGMPB,Natural gas marketed production,CO,Colorado,2251006,Billion Btu
2022,EYICB,Ethylene from refineries consumed by the industrial sector,CO,Colorado,0,Billion Btu
2023,NUETP,Nuclear electricity total net generation,CO,Colorado,0,Million kilowatthours
2023,PACAS,Petroleum generating units capacity factor,CO,Colorado,.8,Percent
2023,EVPVP,Electric vehicle charging locations with private ports only,CO,Colorado,97,Number
2023,SPCAS,Solar photovoltaic generating units capacity factor,CO,Colorado,24.7,Percent
2023,WDGBP,Wood generating units net summer capacity in all sectors,CO,Colorado,13,Thousand kilowatts
2023,WYGBP,Wind generating units net summer capacity in all sectors,CO,Colorado,5337,Thousand kilowatts
2022,DKEIP,Distillate fuel oil (including kerosene-type jet fuel before 2001) consumed by the electric power sector,CO,Colorado,66,Thousand barrels
2022,DFTXV,Distillate fuel oil total end-use expenditures,CO,Colorado,5239.4,Million dollars
2022,DKEID,Distillate fuel oil (including kerosene-type jet fuel before 2001) average price in the electric power sector,CO,Colorado,26,Dollars per million Btu
2022,LUACD,Lubricants price in the transportation sector,CO,Colorado,97.37,Dollars per million Btu
2022,LUACP,Lubricants consumed by the transportation sector,CO,Colorado,399,Thousand barrels
2022,LUTCD,"Lubricants average price, all sectors",CO,Colorado,97.37,Dollars per million Btu
2023,ELEXB,Electricity exported from the United States,CO,Colorado,0,Billion Btu
2022,EMFDB,"Fuel ethanol production (total biomass inputs as feedstock), including liquids and losses & co-products",CO,Colorado,20576,Billion Btu
2022,NGMPK,Factor for converting marketed natural gas production from physical units to Btu,CO,Colorado,1.228,Thousand Btu per cubic feet
2022,NGMPP,Natural gas marketed production,CO,Colorado,1833019,Million cubic feet
2023,NUEGD,Nuclear fuel price in the electric power sector,CO,Colorado,0,Dollars per million Btu
2023,PAGBP,Petroleum generating units net summer capacity in all sectors,CO,Colorado,178,Thousand kilowatts
2022,DFRFB,Distillate fuel oil consumed as refinery fuel,CO,Colorado,6,Billion Btu
2023,WSGBP,Waste generating units net summer capacity in all sectors,CO,Colorado,16,Thousand kilowatts
2022,BDACP,Biodiesel consumed by the transportation sector,CO,Colorado,119,Thousand barrels
2022,BDACB,Biodiesel consumed by the transportation sector,CO,Colorado,635,Billion Btu
2022,B1ACB,Renewable diesel consumed by the transportation sector,CO,Colorado,0,Billion Btu
2022,B1ACP,Renewable diesel consumed by the transportation sector,CO,Colorado,0,Thousand barrels
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,CO,Colorado,14779,Million kilowatthours
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,CO,Colorado,49364,Billion Btu
2022,LUACB,Lubricants consumed by the transportation sector,CO,Colorado,2418,Billion Btu
2023,ESTCB,Electricity total consumption (electricity sales to ultimate customers),CO,Colorado,189591,Billion Btu
2023,EVCHN,Total charging ports for electric vehicles,CO,Colorado,5899,Number
2023,ESICV,Electricity expenditures in the industrial sector,CO,Colorado,1229.7,Million dollars
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,CO,Colorado,68238,Billion Btu
2023,NUEGB,Nuclear energy consumed for electricity generation by the electric power sector,CO,Colorado,0,Billion Btu
2023,NUETD,"Nuclear fuel average price, all sectors",CO,Colorado,0,Dollars per million Btu
2023,NTCAS,Natural gas turbine generating units capacity factor,CO,Colorado,10.8,Percent
2023,EVCHP,Total electric vehicle charging locations,CO,Colorado,2245,Number
2022,DFTCB,Distillate fuel oil total consumption,CO,Colorado,156606,Billion Btu
2022,MGTCP,Motor gasoline total consumption,CO,Colorado,60012,Thousand barrels
2022,MGTXD,"Motor gasoline average price, all end-use sectors",CO,Colorado,31.65,Dollars per million Btu
2022,MGCCV,Motor gasoline expenditures in the commercial sector,CO,Colorado,248.8,Million dollars
2022,DFRCV,Distillate fuel oil expenditures in the residential sector,CO,Colorado,3.8,Million dollars
2022,DFRCP,Distillate fuel oil consumed by the residential sector,CO,Colorado,23,Thousand barrels
2022,BDLCB,Energy losses and co-products from the production of biodiesel,CO,Colorado,0,Billion Btu
2022,B1TCP,Renewable diesel total consumption,CO,Colorado,0,Thousand barrels
2022,DKEIV,Distillate fuel oil (including kerosene-type jet fuel before 2001) expenditures in the electric power sector,CO,Colorado,10,Million dollars
2023,ESICD,Electricity price in the industrial sector,CO,Colorado,24.91,Dollars per million Btu
2023,FFGBP,Fossil fuel total generating units net summer capacity in all sectors,CO,Colorado,10472,Thousand kilowatts
2023,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,CO,Colorado,19999,Million kilowatthours
2023,ESRCD,Electricity price in the residential sector,CO,Colorado,41.9,Dollars per million Btu
2023,BMCAS,Biomass generating units capacity factor,CO,Colorado,53.1,Percent
2023,ESCCD,Electricity price in the commercial sector,CO,Colorado,34.12,Dollars per million Btu
2023,NUCAS,Nuclear generating units capacity factor,CO,Colorado,0,Percent
2023,NUETV,Nuclear fuel total expenditures,CO,Colorado,0,Million dollars
2023,PHVHN,Plug-in hybrid electric vehicle (PHEV) light-duty stocks,CO,Colorado,33,Thousands of registered vehicles
2022,MGTXB,Motor gasoline total end-use consumption,CO,Colorado,302998,Billion Btu
2022,MGTCV,Motor gasoline total expenditures,CO,Colorado,9590.3,Million dollars
2022,MGTPV,Motor gasoline expenditures per capita,CO,Colorado,1641.9,Dollars
2022,DMACP,"Distillate fuel oil, excluding biodiesel and renewable diesel, consumed by the transportation sector",CO,Colorado,21190,Thousand barrels
2022,DMTCP,"Distillate fuel oil, excluding biodiesel and renewable diesel, total consumption",CO,Colorado,26759,Thousand barrels
2022,PQSCB,Propane total consumption adjusted for process fuel,CO,Colorado,19786,Billion Btu
2022,PQRCP,Propane consumed by the residential sector,CO,Colorado,3131,Thousand barrels
2022,B1TCB,Renewable diesel total consumption,CO,Colorado,0,Billion Btu
2023,ESVHP,Electricity consumed for electric vehicle (EV) use,CO,Colorado,215,Million kilowatthours
2022,BDTCP,Biodiesel total consumption,CO,Colorado,119,Thousand barrels
